indice_original,precio_real,prediccion,error,error_absoluto,error_pct,conjunto
677,170000.0,170651.39,651.3906,651.3906,0.38317096,Train
121,274900.0,274253.7,-646.3125,646.3125,-0.23510823,Train
304,179900.0,180546.3,646.2969,646.2969,0.3592534,Train
22,149000.0,149631.42,631.4219,631.4219,0.42377308,Train
617,191000.0,190372.81,-627.1875,627.1875,-0.32837042,Train
1121,140000.0,140625.72,625.71875,625.71875,0.44694197,Train
245,144000.0,143386.6,-613.40625,613.40625,-0.42597657,Train
323,206900.0,206290.9,-609.09375,609.09375,-0.2943904,Train
122,155000.0,154393.86,-606.1406,606.1406,-0.39105847,Train
700,224000.0,224596.64,596.6406,596.6406,0.26635742,Train
825,212000.0,212585.81,585.8125,585.8125,0.27632666,Train
163,203000.0,203579.23,579.2344,579.2344,0.28533712,Train
940,151000.0,151577.97,577.96875,577.96875,0.38276076,Train
1049,140000.0,140569.4,569.40625,569.40625,0.40671876,Train
152,189000.0,189557.02,557.0156,557.0156,0.29471725,Train
168,137000.0,137556.05,556.0469,556.0469,0.40587363,Train
167,180500.0,179944.95,-555.0469,555.0469,-0.3075052,Train
801,168000.0,167449.36,-550.6406,550.6406,-0.32776228,Train
836,179200.0,178655.36,-544.6406,544.6406,-0.3039289,Train
270,135000.0,134469.16,-530.84375,530.84375,-0.3932176,Train
816,164000.0,163478.77,-521.2344,521.2344,-0.31782582,Train
296,212000.0,212510.42,510.42188,510.42188,0.24076504,Train
955,167000.0,166510.83,-489.17188,489.17188,-0.29291728,Train
93,215000.0,215487.9,487.90625,487.90625,0.22693314,Train
499,262500.0,262967.62,467.625,467.625,0.17814286,Train
568,185000.0,184535.97,-464.03125,464.03125,-0.2508277,Train
1024,185000.0,185462.67,462.67188,462.67188,0.2500929,Train
33,150000.0,149539.53,-460.46875,460.46875,-0.30697918,Train
1018,220000.0,220460.28,460.28125,460.28125,0.20921876,Train
276,265900.0,266323.62,423.625,423.625,0.15931742,Train
160,197000.0,196581.33,-418.67188,418.67188,-0.21252379,Train
536,136000.0,135604.5,-395.5,395.5,-0.29080883,Train
294,187500.0,187114.89,-385.10938,385.10938,-0.20539166,Train
878,165000.0,164615.73,-384.26562,384.26562,-0.23288825,Train
350,224500.0,224116.94,-383.0625,383.0625,-0.17062917,Train
114,189000.0,189382.75,382.75,382.75,0.20251323,Train
1099,194000.0,193641.67,-358.32812,358.32812,-0.18470521,Train
910,145000.0,144645.14,-354.85938,354.85938,-0.2447306,Train
449,152000.0,151646.45,-353.54688,353.54688,-0.23259662,Train
742,194700.0,194355.62,-344.375,344.375,-0.17687468,Train
778,140000.0,139656.33,-343.67188,343.67188,-0.24547991,Train
241,214500.0,214157.95,-342.04688,342.04688,-0.1594624,Train
154,187500.0,187164.39,-335.60938,335.60938,-0.17899166,Train
412,190000.0,189667.62,-332.375,332.375,-0.17493421,Train
872,208900.0,208578.92,-321.07812,321.07812,-0.15369944,Train
974,137000.0,137309.89,309.89062,309.89062,0.22619754,Train
377,158000.0,158306.16,306.15625,306.15625,0.19376978,Train
36,149500.0,149198.83,-301.17188,301.17188,-0.20145276,Train
117,230000.0,229712.06,-287.9375,287.9375,-0.12519021,Train
295,160000.0,160287.92,287.92188,287.92188,0.17995118,Train
1056,200141.0,200398.8,257.79688,257.79688,0.12880763,Train
861,142000.0,141748.33,-251.67188,251.67188,-0.17723371,Train
848,158000.0,157751.6,-248.40625,248.40625,-0.15721914,Train
1078,210000.0,209754.34,-245.65625,245.65625,-0.11697917,Train
1026,185000.0,184767.5,-232.5,232.5,-0.12567568,Train
332,307000.0,307231.7,231.6875,231.6875,0.07546824,Train
320,167500.0,167723.5,223.5,223.5,0.13343284,Train
946,140000.0,140204.19,204.1875,204.1875,0.14584821,Train
48,188000.0,188201.34,201.34375,201.34375,0.10709774,Train
212,167000.0,167184.75,184.75,184.75,0.11062874,Train
631,222500.0,222317.31,-182.6875,182.6875,-0.08210674,Train
450,185000.0,185178.7,178.70312,178.70312,0.096596286,Train
357,180000.0,180157.14,157.14062,157.14062,0.087300345,Train
282,143000.0,142849.9,-150.09375,150.09375,-0.104960665,Train
959,184000.0,184138.77,138.76562,138.76562,0.0754161,Train
202,187000.0,187113.44,113.4375,113.4375,0.060661763,Train
1156,160000.0,160111.61,111.609375,111.609375,0.06975586,Train
389,136900.0,136788.69,-111.3125,111.3125,-0.08130935,Train
621,143000.0,142890.77,-109.234375,109.234375,-0.07638767,Train
942,148000.0,148107.03,107.03125,107.03125,0.07231841,Train
213,145250.0,145145.94,-104.0625,104.0625,-0.07164372,Train
361,175000.0,175088.9,88.90625,88.90625,0.050803572,Train
691,108500.0,108421.125,-78.875,78.875,-0.07269585,Train
230,179665.0,179589.22,-75.78125,75.78125,-0.042179193,Train
707,100000.0,99927.02,-72.97656,72.97656,-0.07297656,Train
247,176000.0,175927.64,-72.359375,72.359375,-0.04111328,Train
467,214000.0,213950.45,-49.546875,49.546875,-0.023152744,Train
722,183200.0,183226.73,26.734375,26.734375,0.014593,Train
588,149900.0,149877.22,-22.78125,22.78125,-0.015197632,Train
57,145000.0,145022.75,22.75,22.75,0.015689654,Train
386,193000.0,192986.66,-13.34375,13.34375,-0.0069138603,Train
346,223500.0,223508.5,8.5,8.5,0.003803132,Train
812,138800.0,138793.16,-6.84375,6.84375,-0.0049306555,Train
193,156000.0,156003.83,3.828125,3.828125,0.0024539263,Train
